Geneid,shScramble,shDDX41,DMSO,CX5461
ENSG00000117477.13,0.0,1.2129797571724463,0.0,0.0
ENSG00000117479.15,42.756208964253815,19.81737642687468,45.090927538496594,32.95268692714011
ENSG00000198734.12,0.0,0.0,0.0,0.0
ENSG00000174175.17,0.0,0.0,0.0,0.0
ENSG00000000460.17,26.445935512434485,48.2875660116589,47.02427343885184,63.462688531617694
ENSG00000188404.10,0.0,0.0,0.0,0.0
ENSG00000007908.16,0.0,0.0,0.0,0.0
ENSG00000171806.12,48.60251582775837,67.11205206318814,84.95760589780281,98.32856461541157
ENSG00000000457.14,11.816544033199827,14.658850672869573,12.960262413583168,13.25892765272103
ENSG00000075945.13,72.08181225082812,66.5966822926967,98.03264027509802,83.88692704923182
ENSG00000203740.4,0.0,0.0,0.0,0.0
ENSG00000120370.14,5.955925851425353,10.253486362781562,8.165496795577653,9.590444985997648
ENSG00000116132.12,0.0,0.0,0.0,0.0
ENSG00000117501.15,0.0,0.0,0.0,0.0
ENSG00000007933.13,0.0,0.0,0.0,0.0
ENSG00000094963.14,0.0,0.0,0.0,0.0
ENSG00000010932.17,0.0,0.0,0.0,0.0
ENSG00000076258.10,1.8821047017289405,3.780183177151897,0.0,0.0
ENSG00000117523.18,192.19513612820708,203.50780912778887,246.115470813087,248.3075185619822
ENSG00000283683.2,1.5045000477342658,3.021769068025195,0.0,0.0
ENSG00000034971.17,0.0,0.0,0.0,0.0
ENSG00000117533.15,30.705560541002587,36.617586660666326,28.415423505848256,36.05232795578605
ENSG00000010165.20,173.58890918807106,290.96063007390603,164.36590573991054,161.6992840190793
ENSG00000197959.15,4.037051853678985,2.432510075855232,1.5497287480055062,0.4667101307583241
ENSG00000135845.10,63.180363727053134,54.25304426247724,53.72916984305177,58.22086062754632
ENSG00000180999.11,0.0,0.0,0.0,0.0
ENSG00000094975.15,44.24865590789719,64.52413008044678,24.93054703889512,24.526081538906816
ENSG00000117560.8,0.0,2.6618353563213635,0.0,1.532127911251219
ENSG00000120337.10,0.0,0.0,0.0,0.0
ENSG00000117586.11,1.2072445500365796,2.4247352097704065,0.0,0.0
ENSG00000117592.9,823.9530248439621,727.6566362423285,907.1090114791364,1000.4112399480156
ENSG00000162753.13,0.0,0.0,0.0,0.0
ENSG00000285777.1,0.0,0.0,0.0,0.0
ENSG00000183831.7,0.0,0.0,0.0,0.0
ENSG00000232113.3,0.0,0.0,0.0,0.0
ENSG00000076321.11,73.27524973295777,124.53049245937952,43.27482420502652,48.87177567993256
ENSG00000120334.16,59.28283634363558,76.27846100467085,50.28952299457094,52.472043798882495
ENSG00000117593.12,149.65202433195188,92.78594045678344,223.7255695667174,198.95888418586563
ENSG00000185278.16,16.7378242692832,7.415670347522858,4.454483481109205,4.695230695769864
